uid,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10
20069,1,12,44,51,71,82,112,110,191,371
20070,17,21,35,57,48,73,98,102,214,380
20071,25,55,57,63,85,67,95,80,190,328
20072,9,33,65,62,61,96,102,90,168,360
20073,119,15,23,42,57,74,83,115,174,343
20074,6,58,66,69,57,70,93,98,184,345
20075,2,11,24,57,74,73,104,107,181,413
20076,0,19,25,50,58,64,84,111,232,402
20077,79,67,72,67,76,66,86,74,138,320
20078,42,99,89,72,69,55,85,74,133,327
20079,2,34,59,65,84,83,108,108,183,320
20080,34,81,44,41,44,55,85,95,160,406
20081,1,21,21,43,45,47,86,126,240,415
20082,7,37,31,49,56,108,102,108,181,367
20083,18,44,49,48,38,54,52,82,198,462
20084,179,64,64,54,44,51,87,68,138,296
20085,12,48,66,72,94,68,94,94,171,326
20086,842,120,3,3,15,4,8,11,23,17
20087,0,11,63,43,66,95,121,98,178,370
20088,1,25,49,58,61,68,119,110,203,351
20089,173,207,67,39,47,26,55,55,110,266
20090,4,15,52,72,49,64,97,83,185,425
20091,31,71,66,64,73,81,86,89,155,329
20092,137,36,53,51,53,68,96,92,159,300
20093,1,28,48,46,64,70,105,115,193,375
20094,17,188,93,61,61,56,67,75,126,301
20095,0,2,29,43,69,111,119,124,194,354
20096,27,66,40,48,67,67,101,106,177,346
20097,89,68,53,61,78,65,77,87,166,301
20098,5,25,72,53,77,79,107,103,168,357
20099,19,185,68,57,53,66,94,75,148,280
20100,0,35,43,51,53,68,92,104,185,414
20101,5,49,58,41,51,53,86,92,210,401
20102,13,51,48,35,38,61,96,118,209,376
20103,0,8,33,42,52,64,137,154,209,347
20104,1,29,63,105,87,75,104,97,168,316
20105,2,14,38,52,74,75,108,115,187,381
20106,22,37,46,61,65,73,86,95,185,375
20107,124,73,73,54,38,67,88,62,138,328
20108,21,22,41,44,62,73,110,115,163,394
20109,87,29,48,33,43,54,100,88,200,363
20110,6,46,40,40,54,49,77,99,192,443
20111,0,20,28,42,49,80,106,139,233,348
20112,24,68,72,71,70,76,88,88,148,340
20113,18,181,76,66,65,56,70,79,143,291
20114,1,17,42,51,58,56,59,87,167,507
20115,0,5,41,52,44,41,70,103,171,519
20116,22,207,71,42,69,54,77,67,145,291
20117,1,13,20,30,36,60,82,107,193,503
20118,2,69,65,55,56,48,63,84,213,391
20119,5,25,53,32,41,53,85,124,231,397
20120,2,18,34,40,86,80,112,123,183,368
20121,2,23,38,44,66,75,89,120,174,415
20122,0,20,47,44,51,81,132,137,199,334
20123,3,35,96,79,93,74,101,101,172,292
20124,14,148,66,73,70,66,83,89,143,293
20125,7,14,34,47,66,86,136,117,204,335
20126,41,73,71,48,57,76,100,79,154,346
20127,23,44,75,77,78,82,115,92,158,301
20128,0,4,18,59,67,84,111,117,215,371
20129,30,165,79,63,74,57,74,76,143,284
20130,6,169,39,42,57,70,93,107,156,307
20131,1,5,22,74,90,79,93,134,194,354
20132,0,0,34,48,61,66,83,123,220,410
20133,0,14,27,59,72,66,107,155,184,361
20134,2,37,43,65,78,66,101,97,185,372
20135,2,36,39,41,66,113,151,112,166,320
20136,16,47,57,53,53,65,69,73,173,439
20137,852,115,1,4,16,3,8,12,23,12
20138,8,29,64,74,80,85,119,122,162,303
20139,843,112,1,6,8,5,12,17,25,18
20140,15,60,78,54,68,74,109,84,150,353
20141,7,47,81,82,63,73,97,98,178,320
20142,8,58,52,54,66,56,87,88,164,413
20143,12,67,68,77,82,83,90,82,170,314
20144,4,54,98,82,77,73,79,73,169,337
20145,94,48,48,32,40,50,84,94,203,352
20146,24,176,65,67,80,53,89,75,138,278
20147,4,142,41,46,69,55,59,91,155,384
20148,34,83,61,73,72,66,92,81,149,334
20149,9,34,74,61,82,74,91,98,199,324
20150,0,9,17,24,60,50,67,83,182,554
20151,0,26,50,65,62,74,94,115,180,379
20152,31,44,58,51,62,60,83,122,179,355
20153,5,43,40,46,55,57,119,144,208,329
20154,115,8,50,63,70,57,108,108,168,299
20155,12,36,45,46,52,52,97,107,202,396
20156,15,56,82,70,57,76,92,82,168,347
20157,20,86,63,65,53,81,99,90,167,321
20158,0,35,50,68,70,70,113,116,182,341
20159,0,16,30,42,49,56,81,131,201,439
20160,0,3,32,48,44,58,69,122,218,452
20161,67,189,73,49,64,41,69,65,127,301
20162,115,5,28,22,46,58,84,131,195,362
20163,1,5,24,32,58,85,123,140,212,366
20164,21,54,49,63,71,61,96,105,168,357
20165,11,185,58,50,50,60,74,89,153,315
20166,0,2,27,42,57,64,121,106,185,441
20167,23,23,38,34,84,86,103,75,151,428
20168,26,42,41,58,78,65,107,113,194,321
20169,643,8,18,30,47,54,64,40,63,79
20170,1,4,32,52,91,84,118,143,194,327
20171,0,6,30,44,75,85,108,117,202,379
20172,3,17,55,90,97,95,122,88,172,307
20173,3,5,55,46,66,40,69,76,196,491
20174,0,5,17,44,64,84,140,136,226,330
20175,10,17,47,60,79,94,142,132,174,291
20176,1,36,53,66,81,96,110,101,169,332
20177,1,9,30,58,77,92,108,114,209,348
20178,145,56,57,64,41,54,79,77,152,320
20179,93,28,59,59,84,54,79,72,152,365
20180,0,18,37,52,72,84,111,138,217,316
20181,4,35,33,50,53,78,110,119,185,379
20182,1,24,55,65,65,66,92,95,154,428
20183,12,56,50,56,52,68,117,114,178,342
20184,11,174,82,68,81,49,74,77,133,296
20185,79,131,23,68,70,79,106,81,151,257
20186,107,216,71,38,44,30,51,66,132,290
20187,0,26,36,67,76,74,116,110,189,351
20188,5,45,57,66,53,60,105,93,206,356
20189,11,43,63,37,66,62,78,104,177,404
20190,12,64,74,74,57,79,89,79,175,342
20191,0,16,36,60,104,113,119,110,181,306
20192,0,15,30,46,61,71,93,120,203,406
20193,3,51,81,60,88,91,103,92,176,301
20194,57,185,72,49,51,38,71,61,127,334
20195,0,3,20,47,54,55,73,104,171,519
20196,8,23,26,34,71,80,148,136,190,330
20197,0,17,48,40,42,70,101,115,224,388
20198,13,64,62,57,66,65,86,102,188,342
20199,0,120,36,55,63,60,91,126,185,309
20200,3,27,40,58,45,67,101,113,184,408
20201,10,6,43,62,68,86,137,130,197,308
20202,11,33,47,39,52,82,126,122,184,349
20203,17,59,54,45,64,76,95,86,175,374
20204,17,98,96,83,61,58,87,73,151,321
20205,10,32,42,49,59,49,85,102,212,406
20206,841,113,1,6,18,5,11,14,25,12
20207,6,27,49,66,91,85,108,103,181,330
20208,5,23,42,44,76,82,99,120,218,337
20209,100,190,52,39,51,60,74,75,133,271
20210,0,6,24,22,61,76,125,140,242,350
20211,17,20,51,55,56,68,108,115,203,352
20212,11,37,80,53,59,82,115,101,189,318
20213,6,34,65,55,81,81,110,85,186,343
20214,2,129,92,73,71,60,90,100,156,273
20215,13,32,51,43,45,49,94,103,198,417
20216,24,24,44,64,61,103,103,112,183,327
20217,30,59,35,37,56,54,100,116,179,379
20218,2,14,54,81,75,74,107,112,172,355
20219,6,12,42,45,62,75,137,132,199,336
20220,8,55,62,44,58,67,96,110,194,352
20221,7,23,46,40,78,100,137,117,179,319
20222,4,30,66,84,88,95,105,96,157,321
20223,28,57,47,39,38,76,115,115,179,351
20224,2,73,75,71,90,73,94,82,164,322
20225,1,163,71,67,67,67,79,86,153,291
20226,4,9,38,58,86,142,141,96,148,325
20227,9,47,42,62,59,104,117,95,189,322
20228,848,117,5,6,7,5,12,12,20,16
20229,1,26,32,54,58,75,130,128,208,333
20230,2,29,51,35,73,71,110,125,203,347
20231,7,23,62,70,91,69,94,120,175,335
20232,4,140,57,59,65,61,106,96,162,296
20233,0,137,39,48,40,74,120,110,178,299
20234,1,14,52,51,64,68,96,122,196,381
20235,1,16,76,99,96,83,105,85,153,331
20236,121,18,47,45,52,66,109,101,181,305
20237,16,90,82,60,56,43,65,84,158,391
20238,3,66,58,62,40,57,74,106,175,405
20239,643,7,24,32,44,56,67,47,36,90
20240,1,18,32,43,63,78,120,117,205,368
20241,79,43,46,40,72,70,89,94,184,328
20242,11,171,98,63,84,50,76,75,132,285
20243,10,50,83,84,86,77,107,78,164,307
20244,12,151,67,55,70,60,89,82,151,308
20245,28,51,76,64,48,57,112,89,181,339
20246,3,24,77,56,85,77,120,102,177,325
20247,15,35,34,51,67,72,104,108,196,363
20248,1,10,16,46,59,93,142,147,216,316
20249,3,29,42,48,67,92,136,143,167,319
20250,0,8,37,57,64,73,82,113,169,443
20251,0,4,34,32,58,57,80,101,205,475
20252,2,24,49,64,97,74,106,109,178,343
20253,15,51,82,71,61,90,115,84,163,313
20254,15,26,53,45,78,76,100,91,189,372
20255,30,63,47,48,49,68,94,119,192,335
20256,0,27,32,37,69,91,86,94,184,425
20257,2,50,41,42,62,79,100,117,190,363
20258,51,203,80,54,65,35,59,73,148,277
20259,8,60,33,39,63,55,93,131,187,377
20260,7,22,32,57,55,59,100,95,211,408
20261,56,74,85,62,55,66,92,79,150,326
20262,0,21,47,55,52,70,93,106,191,410
20263,0,7,11,41,42,86,145,127,191,396
20264,31,170,64,44,53,70,69,83,159,302
20265,1,21,74,79,78,70,100,135,164,323
20266,3,16,36,43,77,110,147,90,191,333
20267,10,58,46,56,100,81,104,111,170,310
20268,6,54,78,84,65,74,103,93,159,330
20269,16,17,35,58,57,75,94,108,203,382
20270,23,82,65,75,67,64,109,88,158,314
20271,1,42,72,53,72,68,97,119,171,350
20272,43,72,56,61,84,66,91,82,163,327
20273,18,50,63,69,93,76,87,92,163,334
20274,22,69,61,67,74,61,100,93,170,328
20275,4,32,66,76,61,91,112,92,179,333
20276,20,82,74,81,86,67,92,80,141,322
20277,2,10,16,38,51,71,77,127,231,424
20278,643,147,36,32,16,24,28,13,44,62
20279,0,13,11,30,42,64,109,122,208,446
20280,170,34,52,31,59,62,100,76,143,318
20281,32,196,69,53,78,56,72,63,141,285
20282,1,16,60,74,118,97,107,98,174,300
20283,0,20,41,54,69,72,129,119,203,338
20284,3,24,45,36,57,67,106,121,209,378
20285,6,25,39,54,61,79,110,108,201,363
20286,3,30,51,44,55,56,114,111,173,409
20287,70,40,43,37,49,73,105,108,149,371
20288,1,8,23,42,73,88,92,149,172,398
20289,8,36,84,62,65,74,108,106,152,351
20290,0,11,20,36,46,51,76,102,191,512
20291,16,41,65,51,49,51,107,120,200,345
20292,1,20,42,74,70,111,140,121,172,294
20293,136,98,75,64,53,43,87,61,129,299
20294,4,37,65,44,44,66,106,127,184,369
20295,17,38,31,48,48,70,120,126,191,356
20296,12,36,57,51,56,62,102,106,189,374
20297,19,82,86,51,55,62,104,95,152,339
20298,5,31,45,31,49,76,122,146,178,363
20299,4,33,73,93,87,86,103,89,160,318
20300,11,34,54,65,54,102,116,98,179,332
20301,32,64,63,62,66,72,100,90,160,336
20302,2,44,76,66,66,79,92,88,152,381
20303,5,39,74,60,59,66,96,88,176,383
20304,21,46,56,69,82,69,100,105,175,322
20305,12,83,78,70,75,68,81,86,172,320
20306,96,199,79,42,43,36,69,63,127,291
20307,841,112,5,1,16,4,13,15,26,13
20308,2,39,48,44,63,78,114,108,188,362
20309,1,2,26,57,48,69,108,136,230,368
20310,17,153,51,52,63,54,104,91,162,298
20311,9,17,51,35,65,60,102,137,232,338
20312,0,24,50,72,70,43,62,94,182,448
20313,14,79,65,60,83,76,90,88,156,334
20314,6,22,53,62,77,61,92,100,158,415
20315,17,59,46,52,77,64,105,95,179,351
20316,2,39,56,49,92,92,97,112,194,313
20317,200,38,52,38,56,52,87,95,143,284
20318,841,115,8,2,7,8,10,15,19,24
20319,15,92,62,66,76,85,88,89,161,311
20320,0,5,26,65,85,79,102,116,202,366
20321,6,47,86,55,54,90,110,95,183,320
20322,5,44,88,63,88,72,109,93,167,317
20323,0,4,29,43,49,80,91,138,219,393
20324,0,22,18,14,33,67,71,117,225,478
20325,49,100,60,45,47,62,92,94,160,336
20326,0,10,38,38,56,81,93,145,204,381
20327,7,34,49,71,99,75,84,104,168,355
20328,5,41,64,76,90,76,97,76,162,359
20329,10,61,56,64,47,53,93,75,194,393
20330,18,46,48,63,66,75,112,105,178,334
20331,16,67,36,50,81,76,98,103,171,347
20332,4,58,75,66,84,72,97,89,176,325
20333,1,6,29,34,71,81,93,168,214,349
20334,841,112,5,5,6,6,14,10,26,24
20335,1,16,48,61,80,109,123,114,185,308
20336,189,156,50,40,60,39,62,60,122,267
20337,15,58,34,30,37,57,78,104,218,414
20338,6,25,54,81,116,79,94,95,157,339
20339,4,32,43,56,56,103,104,118,183,347
20340,100,72,72,50,60,50,89,80,155,317
20341,10,44,73,61,70,69,103,88,187,341
20342,0,24,32,37,34,52,88,113,238,427
20343,10,29,39,50,58,81,103,99,189,388
20344,0,34,53,56,59,91,107,110,201,334
20345,7,24,47,67,79,78,87,110,176,371
20346,26,66,76,93,76,54,96,76,148,334
20347,3,35,30,34,80,81,79,100,173,431
20348,13,32,54,53,56,64,104,105,216,348
20349,0,11,39,45,45,64,120,136,210,375
20350,0,23,33,40,43,70,101,96,199,440
20351,0,14,30,44,66,83,139,112,202,355
20352,115,6,21,57,60,94,124,84,178,307
20353,27,203,85,63,61,43,84,68,128,283
20354,0,38,60,56,57,66,107,112,189,360
20355,1,21,77,80,102,65,124,90,165,320
20356,19,36,93,76,60,54,92,102,184,329
20357,0,10,39,52,63,65,125,127,210,355
20358,29,67,61,59,54,76,107,102,175,315
20359,10,38,56,51,89,53,82,100,189,378
20360,10,168,84,57,64,58,73,90,145,297
20361,0,14,40,52,57,80,93,103,187,419
20362,11,41,81,59,75,76,114,89,157,342
20363,9,58,69,69,67,71,114,88,166,335
20364,1,11,36,44,38,52,91,78,170,524
20365,2,35,65,50,47,58,88,106,193,402
20366,79,85,60,73,51,54,84,65,145,349
20367,3,15,55,63,66,58,63,103,173,447
20368,0,14,52,66,89,88,115,114,189,318
20369,13,54,61,69,78,77,90,94,181,328
20370,2,36,61,92,73,63,92,106,176,345
20371,3,22,58,60,70,63,112,126,191,341
20372,1,16,40,51,64,78,109,129,214,343
20373,2,12,58,81,90,102,127,106,165,303
20374,4,32,33,42,38,69,73,105,218,432
20375,32,101,101,76,67,57,81,72,150,308
20376,12,199,56,52,63,58,83,83,141,298
20377,8,153,39,60,55,77,109,91,171,283
20378,7,157,31,39,39,64,82,103,185,339
20379,1,25,76,84,95,70,110,78,169,337
20380,2,14,47,56,70,89,92,117,204,355
20381,18,34,81,69,81,64,94,109,177,318
20382,0,18,45,46,64,79,98,111,204,380
20383,1,20,38,62,58,79,112,132,204,339
20384,4,47,80,77,60,72,104,86,167,349
20385,3,14,39,56,90,88,99,117,221,319
20386,27,28,60,61,49,59,94,100,206,361
20387,41,70,76,50,54,76,108,97,154,319
20388,5,165,66,48,74,51,79,96,174,288
20389,14,173,79,48,72,64,79,77,142,297
20390,7,69,82,51,83,77,105,95,155,322
20391,4,42,40,64,63,76,111,115,165,366
20392,0,41,57,85,89,76,104,107,173,313
20393,0,129,39,52,60,75,85,121,190,294
20394,10,32,32,35,35,45,48,75,182,552
20395,33,199,55,42,55,48,75,77,139,322
20396,2,41,40,46,83,100,114,117,190,313
20397,2,27,33,35,34,48,84,109,202,472
20398,2,9,22,34,45,67,90,132,244,402
20399,2,6,25,58,93,88,116,131,204,324
20400,13,44,63,88,68,86,109,92,183,299
20401,6,30,37,54,75,52,68,87,176,461
20402,18,53,59,57,73,73,91,94,180,347
20403,18,51,67,63,72,66,92,102,181,333
20404,3,186,86,53,75,50,83,69,134,307
20405,2,34,42,52,47,50,69,82,186,482
20406,3,29,50,50,61,76,100,139,186,352
20407,2,21,67,59,67,105,131,93,172,329
20408,843,120,4,2,15,6,14,9,21,13
20409,0,12,48,69,82,101,130,129,153,321
20410,0,24,47,44,53,69,129,111,169,399
20411,843,113,2,3,3,3,10,7,26,36
20412,24,55,46,45,72,69,101,111,190,332
20413,0,13,28,54,74,68,98,130,201,379
20414,12,68,45,40,29,48,75,86,157,485
20415,1,10,32,36,51,63,101,118,222,412
20416,24,66,47,50,46,77,79,111,180,365
20417,843,121,5,3,19,2,10,11,20,13
20418,11,36,43,34,29,45,60,74,180,533
20419,5,21,30,59,88,89,113,113,182,346
20420,13,139,40,55,46,76,95,93,187,301
20421,4,60,78,58,56,58,109,106,194,323
20422,14,76,66,85,86,71,93,77,151,326
20423,1,30,40,51,63,80,117,105,183,375
20424,92,35,38,52,64,80,108,91,163,322
20425,7,25,38,62,70,73,106,103,185,377
20426,2,39,55,62,59,78,96,119,208,328
20427,3,20,39,45,41,54,111,132,198,403
20428,0,10,29,52,79,79,108,116,196,377
20429,4,44,89,78,82,83,98,84,160,324
20430,10,43,69,82,69,71,102,95,174,331
20431,842,118,4,8,15,6,8,12,24,11
20432,17,69,87,67,74,72,101,93,151,314
20433,10,57,70,55,69,59,69,100,168,389
20434,0,4,47,43,49,89,129,125,189,371
20435,1,18,38,47,48,85,144,139,193,332
20436,51,90,61,42,80,63,96,79,151,332
20437,13,47,83,59,56,56,100,92,179,360
20438,0,5,23,36,44,78,103,92,196,469
20439,0,124,44,66,85,63,81,104,153,325
20440,0,13,33,50,39,82,119,143,210,356
20441,0,27,38,45,59,71,95,118,194,398
20442,0,22,33,32,42,68,86,144,232,386
20443,645,27,29,52,33,40,47,35,60,77
20444,10,26,32,38,47,72,108,118,230,365
20445,0,26,79,85,69,76,109,103,161,337
20446,0,11,48,51,72,102,121,116,190,334
20447,117,12,34,66,84,89,102,90,152,299
20448,0,27,50,51,57,86,135,96,180,363
20449,9,25,59,53,71,86,108,115,181,339
20450,1,16,52,61,79,109,132,125,175,295
20451,2,19,37,45,41,65,115,102,253,367
20452,1,28,53,54,70,73,95,75,158,438
20453,10,38,53,64,61,71,96,102,207,344
20454,4,21,54,52,87,88,117,97,200,326
20455,0,11,41,72,86,87,108,110,187,343
20456,8,149,68,73,84,53,78,99,162,272
20457,10,6,61,70,92,101,106,110,193,298
20458,3,29,24,29,68,47,79,124,212,431
20459,6,27,89,81,81,82,89,86,163,342
20460,647,141,40,26,28,22,20,23,44,54
20461,3,45,44,33,50,58,75,94,214,430
20462,6,151,32,29,52,55,76,104,181,360
20463,31,216,70,46,50,38,60,68,154,312
20464,841,112,2,2,8,2,13,14,29,23
20465,21,56,86,77,86,63,96,79,156,325
20466,3,13,46,56,53,95,128,127,182,343
20467,1,31,37,50,66,61,72,83,173,471
20468,10,45,37,51,70,87,135,121,185,305
20469,0,16,36,42,54,74,107,166,178,372
20470,13,68,56,58,82,96,83,80,162,347
20471,77,15,32,38,76,60,76,139,206,326
20472,1,11,50,40,48,70,102,139,214,370
20473,0,31,41,47,77,68,89,90,209,393
20474,115,10,17,41,60,79,94,121,168,341
20475,1,28,49,37,38,67,90,125,212,398
20476,1,2,27,52,73,111,110,100,191,378
20477,5,47,55,76,73,71,119,101,173,326
20478,3,18,55,83,106,73,112,106,177,313
20479,0,8,21,45,36,72,117,124,217,406
20480,124,22,41,46,47,55,74,103,187,346
20481,53,103,80,56,65,65,89,71,145,318
20482,3,14,48,64,68,85,84,110,219,351
20483,25,60,60,69,61,65,97,91,173,344
20484,4,32,18,34,31,61,95,131,198,442
20485,9,15,35,59,58,74,70,100,232,394
20486,2,29,76,55,67,63,82,93,190,389
20487,10,48,39,26,56,71,116,114,203,363
20488,841,112,2,11,19,6,10,10,21,15
20489,1,24,34,40,91,95,106,127,189,338
20490,18,23,56,48,48,53,98,113,207,381
20491,1,15,28,49,39,62,97,128,215,411
20492,9,183,58,55,75,66,72,90,146,292
20493,14,52,69,47,110,84,98,80,166,325
20494,0,28,51,58,35,68,107,113,206,379
20495,15,20,58,50,80,62,103,98,162,397
20496,16,72,57,63,72,91,102,100,160,312
20497,10,2,23,47,59,69,113,135,196,392
20498,7,19,53,77,58,68,118,94,179,373
20499,1,6,11,37,50,89,94,114,186,458
20500,21,159,70,58,54,66,84,88,144,301
20501,10,40,73,64,81,78,100,90,171,339
20502,1,11,38,43,68,105,117,125,190,347
20503,122,120,48,40,64,62,78,82,151,278
20504,22,20,38,40,61,80,98,98,188,400
20505,93,47,28,29,65,62,97,87,171,366
20506,7,41,62,41,64,96,96,94,166,379
20507,4,25,43,41,74,67,96,87,208,401
20508,1,17,34,60,81,95,88,108,194,367
20509,4,160,63,61,73,69,89,101,153,273
20510,1,127,60,66,104,61,82,107,161,276
20511,88,51,38,54,48,50,84,103,182,347
20512,3,31,28,43,54,66,80,97,175,469
20513,36,76,45,46,57,46,77,85,170,407
20514,4,20,56,83,90,85,128,97,169,314
20515,12,170,58,55,73,60,76,84,161,296
20516,4,9,33,49,56,79,131,128,196,362
20517,23,55,62,78,65,73,98,81,177,333
20518,1,30,42,36,48,37,44,74,185,548
20519,8,22,23,40,64,72,119,126,208,364
20520,57,123,86,54,55,56,74,71,132,337
20521,76,7,26,45,71,81,123,128,190,299
20522,0,22,48,49,62,79,101,146,211,327
20523,0,28,31,59,69,64,96,106,197,395
20524,22,55,79,62,59,62,96,84,176,350
20525,20,61,66,66,62,54,102,89,157,368
20526,0,4,18,45,60,75,102,119,208,415
20527,0,14,39,65,60,64,59,73,204,467
20528,1,29,53,51,78,95,112,116,162,348
20529,5,30,86,66,77,100,121,92,170,299
20530,157,68,64,54,58,55,78,71,137,303
20531,1,13,62,82,103,95,116,95,166,312
20532,1,25,58,70,100,102,122,108,153,306
20533,3,123,45,68,66,77,111,107,159,287
20534,2,33,47,71,82,89,89,103,177,353
20535,1,34,53,73,90,80,110,116,162,326
20536,2,36,39,49,63,68,133,140,188,328
20537,8,28,71,56,63,73,120,107,170,350
20538,2,19,53,56,79,67,107,137,203,323
20539,199,40,42,39,57,66,81,78,153,290
20540,2,20,55,65,59,79,95,97,199,375
20541,0,22,55,53,53,42,50,81,150,539
20542,3,21,36,55,92,101,134,111,170,323
20543,3,18,58,32,46,56,86,111,206,430
20544,48,206,83,53,70,33,65,64,130,293
20545,647,154,35,30,38,19,24,22,32,44
20546,18,27,54,61,48,66,122,130,200,319
20547,19,39,44,42,71,73,108,99,173,377
20548,0,1,24,56,110,106,129,100,207,312
20549,2,47,54,36,64,75,120,115,188,345
20550,0,5,25,51,83,93,116,121,198,354
20551,13,177,72,45,65,45,72,82,151,323
20552,0,39,51,39,56,82,124,117,171,366
20553,4,50,47,43,66,64,114,106,186,366
20554,2,25,49,64,74,105,108,84,205,330
20555,6,26,35,32,63,73,111,120,185,395
20556,2,13,24,51,66,60,96,116,202,416
20557,198,27,38,67,78,70,81,78,133,275
20558,0,18,48,88,86,86,108,98,187,326
20559,1,11,23,48,54,61,99,121,212,415
20560,158,64,64,51,71,58,80,68,133,298
20561,10,36,44,59,66,89,91,106,193,352
20562,35,95,97,64,62,64,89,69,138,332
20563,10,51,102,87,62,64,90,91,160,329
20564,14,42,42,48,78,92,109,98,180,342
20565,3,34,43,29,34,44,74,102,219,464
20566,5,42,69,54,56,58,82,117,219,344
20567,20,53,56,69,60,79,113,111,178,306
20568,33,19,28,51,98,100,128,97,176,315
20569,31,192,83,66,48,54,67,69,137,298
20570,18,212,75,42,54,44,78,71,138,313
20571,15,18,50,77,80,82,129,99,170,325
20572,9,39,44,47,58,58,94,125,199,373
20573,90,46,60,65,73,72,103,89,150,297
20574,106,217,64,35,58,43,68,56,116,282
20575,15,36,74,68,62,66,89,114,193,328
20576,0,25,47,60,96,105,131,101,169,311
20577,1,31,86,64,80,92,113,97,154,327
20578,7,155,68,64,55,59,70,90,155,323
20579,14,41,51,29,47,39,74,97,193,460
20580,2,9,29,38,92,115,118,128,196,320
20581,0,26,40,49,60,57,65,95,202,451
20582,0,10,42,61,87,73,118,150,188,317
20583,20,41,63,72,69,66,108,115,163,328
20584,5,32,53,56,61,80,122,119,184,334
20585,3,21,42,44,77,77,101,109,160,412
20586,212,138,31,28,49,33,56,80,132,286
20587,0,21,42,51,67,91,117,124,185,347
20588,4,54,60,66,84,83,99,96,162,338
20589,2,57,81,57,78,71,103,115,175,307
20590,128,154,54,58,65,47,73,66,127,273
20591,24,52,51,61,67,80,102,112,177,319
20592,4,125,38,40,83,79,97,119,178,283
20593,8,18,43,54,80,88,122,104,195,334
20594,13,11,48,46,52,53,90,87,150,495
20595,11,34,76,85,82,71,104,87,170,325
20596,8,20,49,75,53,82,85,87,199,388
20597,1,17,41,75,72,61,84,87,184,423
20598,1,18,81,74,90,96,104,104,168,309
20599,8,17,63,56,71,71,103,107,167,383
20600,2,47,56,77,75,92,105,113,179,300
20601,37,82,76,77,63,65,87,82,158,318
20602,0,16,54,50,75,83,102,103,174,388
20603,6,47,66,46,51,79,100,116,187,348
20604,0,21,57,47,61,78,123,134,201,323
20605,844,115,7,6,5,4,12,4,30,20
